,V3 minus Equal Weight,V3 minus Markowitz,V3 minus Original HMM-MPC
2013-02-27,0.002807406104161192,-0.014518228751259299,-0.007234287740884859
2013-02-28,0.0029101303612173446,-0.01522379061466883,-0.008240361100137594
2013-03-01,0.005929414003266631,-0.013741108179634809,-0.006992136421939188
2013-03-04,0.008574067897529902,-0.015082317313546811,-0.007817825185091998
2013-03-05,0.008432451500743232,-0.011819067912589798,-0.005941376475360194
2013-03-06,0.008527045430233304,-0.00924875540274539,-0.003358030229110298
2013-03-07,0.008178118537834012,-0.005778708610386207,-0.001736689463601282
2013-03-08,0.007351853478081649,-0.003555639421802148,-0.001907210473978127
2013-03-11,0.008575119892145766,-0.0013077975697488586,0.00026134135143207615
2013-03-12,0.010820483025054228,-0.0002252281757735286,0.0012594807220041027
2013-03-13,0.011386623626930659,-0.0009930756270293273,0.00028876213590556254
2013-03-14,0.008313402369797274,-0.001180754995463884,0.00040490175031893116
2013-03-15,0.006756350763173602,-0.003669909136939875,0.0010755137797575642
2013-03-18,0.005634766969017324,-0.006018406713867774,-0.0006796679339176048
2013-03-19,0.006381286292269195,-0.012360092219565244,-0.004213932079984328
2013-03-20,0.008512580861305796,-0.011939980527003069,-0.004928652206463768
2013-03-21,0.01011934025615946,-0.01484403569232473,-0.006878955754822336
2013-03-22,0.012288930935752562,-0.01194653052901784,-0.007093408013200575
2013-03-25,0.013666711478293792,-0.012601869233937801,-0.007850357028309274
2013-03-26,0.014925584808251013,-0.01371803376664893,-0.007685745929990828
2013-03-27,0.016117705850828168,-0.014799878634052188,-0.0075304612468662935
2013-03-28,0.017728404998649028,-0.017353437264070903,-0.007499837655869035
2013-04-01,0.02130311191179657,-0.018185380175004484,-0.007025278470170315
2013-04-02,0.03026736523934792,-0.015368664908969931,-0.005714456298639536
2013-04-03,0.030609120947993063,-0.01784299012314783,-0.006454628877949231
