,net_return,turnover,cost,wealth
2020-10-13,-0.0019918504308694684,0.0,0.0,2.8867352309841015
2020-10-14,-0.0073359481320421915,0.0,0.0,2.8655582910586634
2020-10-15,4.656686143023059e-05,0.0,0.0,2.8656917311145236
2020-10-16,-0.0009757170384239178,0.0,0.0,2.8628956268656047
2020-10-19,-0.013351439170939838,3.125678776001868e-12,4.64675201317026e-15,2.824671850050759
2020-10-20,0.0025695936861707125,0.0,0.0,2.831930109002154
2020-10-21,-0.0025264986466615458,0.0,0.0,2.82477524141432
2020-10-22,0.0036470918238427075,0.0,0.0,2.8350774561014753
2020-10-23,0.004634303619817981,0.0,0.0,2.8482160658187508
2020-10-26,-0.014700310938883798,1.16474293991432e-12,1.7358342967978989e-15,2.8063464040300907
2020-10-27,-0.002771599774634148,0.0,0.0,2.7985683349691355
2020-10-28,-0.03056571243065087,0.0,0.0,2.7130281000249434
2020-10-29,0.00033543837901883755,0.0,0.0,2.7139381537730483
2020-10-30,-0.009230591214732131,0.0,0.0,2.6888869000935043
2020-11-02,0.013324707841737782,4.332336778963396e-13,6.459514882469744e-16,2.724715532456726
2020-11-03,0.017958652414435727,0.0,0.0,2.7736477516323306
2020-11-04,0.0168297751723403,0.0,0.0,2.8203276196995697
2020-11-05,0.010367490104857824,0.0,0.0,2.8495673383892623
2020-11-06,0.0010619408359724414,0.0,0.0,2.8525934103107513
2020-11-09,-0.00014519215052899437,1.5964167670125725e-13,2.3809024436609923e-16,2.8521792361389235
2020-11-10,0.008045241968751782,0.0,0.0,2.8751257082319106
2020-11-11,0.006544111474317216,0.0,0.0,2.8939408513692553
2020-11-12,-0.006568768199448516,0.0,0.0,2.874931224733696
2020-11-13,0.014382689186075437,0.0,0.0,2.9162804669703837
2020-11-16,0.008196339380164508,6.135055875934153e-14,9.151787063693868e-17,2.940183291405418
2020-11-17,-0.005975799995900477,0.0,0.0,2.9226133441046906
2020-11-18,-0.012407632687937653,0.0,0.0,2.8863506312421747
2020-11-19,0.002752138252871461,0.0,0.0,2.8942942672256162
2020-11-20,-0.005086655974201104,0.0,0.0,2.879571988000137
2020-11-23,0.0033927927373402778,2.3183331547088412e-14,3.458149701839013e-17,2.8893417789276725
2020-11-24,0.008789620306800527,0.0,0.0,2.9147379961010222
2020-11-25,-0.0006036278620494828,0.0,0.0,2.912978579036001
2020-11-27,0.0025931212944421134,0.0,0.0,2.920532285819553
2020-11-30,-0.0016234108465615904,8.768312222975117e-15,1.3080449265267564e-17,2.91579106202902
2020-12-01,0.008245989961406464,0.0,0.0,2.9398346458560702
2020-12-02,-0.004284336157246549,0.0,0.0,2.927239405986503
2020-12-03,0.0018267354640328914,0.0,0.0,2.932586698021133
2020-12-04,0.005998453061238251,0.0,0.0,2.9501776816772245
2020-12-07,-0.003785053997100385,3.267399324471002e-15,4.875340671385363e-18,2.9390110998510357
2020-12-08,0.0033033320250215326,0.0,0.0,2.948719629339067
2020-12-09,-0.0028272158412476767,0.0,0.0,2.9403829624916016
2020-12-10,-0.002632814494000879,0.0,0.0,2.9326414796100404
2020-12-11,-0.001501550409220398,0.0,0.0,2.928237970596235
2020-12-14,-0.0027935766292586095,1.3171040350053786e-15,1.9654922747424913e-18,2.9200577134366696
2020-12-15,0.00801153040141056,0.0,0.0,2.943451844581741
2020-12-16,0.002515972334027783,0.0,0.0,2.9508574879892517
2020-12-17,0.007453946501529307,0.0,0.0,2.9728530218383606
2020-12-18,-0.0005576611059487924,0.0,0.0,2.971195177334379
2020-12-21,-0.010795347588217763,3.0583311965771953e-16,3.070794892423874e-19,2.939120092642618
2020-12-22,-0.005251845783924791,0.0,0.0,2.9236842871756243
2020-12-23,0.002368721156482456,0.0,0.0,2.9306096800015324
2020-12-24,0.003526371753690194,0.0,0.0,2.940944099198181
2020-12-28,0.008000399071502962,2.489502209752381e-16,2.499008707825801e-19,2.964472825638748
2020-12-29,-0.00020593656933520776,0.0,0.0,2.9638623322751485
2020-12-30,0.001603739239821378,0.0,0.0,2.968615594598847
2020-12-31,0.005486563277495415,0.0,0.0,2.984903091905173
2021-01-04,-0.008620602646085662,5.054454579791873e-17,5.0737449583579397e-20,2.9591714284127857
2021-01-05,0.004150474376665381,0.0,0.0,2.971453393602573
2021-01-06,0.006829293684228688,0.0,0.0,2.9917463214964832
2021-01-07,0.008276648123312969,0.0,0.0,3.0165079530737255
2021-01-08,0.010489084167026208,0.0,0.0,3.0481483588840197
2021-01-11,-0.009329242208401478,6.018578807708406e-17,8.976548674272648e-20,3.019711444556849
2021-01-12,0.001656032924305828,0.0,0.0,3.0247121861309383
2021-01-13,0.001210263352177554,0.0,0.0,3.0283728844406976
2021-01-14,-0.0052171964240010915,0.0,0.0,3.012573268257452
2021-01-15,-0.003594521797509631,0.0,0.0,3.0017445079781058
2021-01-19,0.0017856986341684422,1.0079929114228388e-16,1.0189111366474836e-19,3.007104719046125
2021-01-20,0.008771149358391517,0.0,0.0,3.0334804836732023
2021-01-21,-0.0007488084648686888,0.0,0.0,3.031208987809014
2021-01-22,-0.002973350425069965,0.0,0.0,3.0221961412766363
